Frequency (Hz)	Channel 2 Magnitude (dB)	Channel 2 Phase (deg)
100	26.904325873764012	-0.10101786482145769
102.32929922807536	26.898684447551716	-0.029542030679564846
104.71285480508996	26.909474882565334	0.024190923047882507
107.15193052376058	26.90002218171212	0.006635313012139932
109.64781961431852	26.90395079434335	-0.019624710072484675
112.2018454301963	26.90178128756122	-0.01811919564182407
114.8153621496883	26.900247937383433	-0.038794877595316635
117.48975549395291	26.907073607286595	0.03211217007729972
120.22644346174131	26.899332729923383	-0.022519578357758974
123.02687708123811	26.901026086010948	-0.018333579678483147
125.89254117941674	26.891501062275857	-0.03353020228228587
128.82495516931337	26.90054896749256	-0.03988990124339509
131.82567385564073	26.897412663284253	-0.0603098793805259
134.89628825916535	26.89981657614853	-0.021490270171504733
138.03842646028852	26.89904687382632	-0.0394544719549188
141.2537544622754	26.904588196438112	-0.0485933049420737
144.5439770745928	26.897801608917415	-0.0087830304052261
147.91083881682073	26.90349075301027	-0.06316749771025343
151.35612484362088	26.90434621854527	-0.05893961113264368
154.88166189124811	26.902824450790245	0.01159253661035109
158.48931924611142	26.896566114023855	-0.048002953412122906
162.18100973589299	26.899665328675397	-0.050270495692160466
165.95869074375616	26.900936321684483	-0.0393684055167256
169.82436524617444	26.903468501886927	-0.08362602400344343
173.78008287493762	26.89877434396719	-0.0390686072236921
177.82794100389228	26.88549263500816	-0.026261415656620102
181.97008586099827	26.90776401566965	-0.02282401836512804
186.20871366628677	26.901723718945377	-0.002569494627948643
190.5460717963248	26.894502836308494	-0.015582991062885299
194.98445997580455	26.899900392016495	-0.04573996268021574
199.52623149688787	26.90124215574247	0.004267767986306126
204.17379446695296	26.901145781090207	0.005934758291701314
208.92961308540387	26.889709417776736	-0.046569398684553676
213.79620895022325	26.90120952413217	-0.04788052080836991
218.77616239495518	26.91196494330619	-0.015323893240022812
223.872113856834	26.903070818296776	-0.06579456338675982
229.08676527677724	26.89601808714247	-0.06010374503287785
234.42288153199226	26.902796341211705	-0.0853375052672618
239.88329190194898	26.902492768590083	-0.02832273706212618
245.47089156850313	26.901104221249533	-0.0075581720748516545
251.18864315095794	26.901390291613815	-0.008886002145317207
257.03957827688646	26.90252985447485	-0.026857198319255815
263.02679918953817	26.899918763875274	-0.01823218525484549
269.1534803926917	26.901341720761522	-0.07726083219591828
275.4228703338166	26.902400717162337	-0.0844119866612516
281.8382931264455	26.898322129553037	-0.05742758888031574
288.40315031266056	26.89906945294514	-0.043263898831821024
295.1209226666384	26.892472970643656	-0.04843089390226396
