Vs	Is
4.0	0.0052613727748394
4.1	0.00526872696354985
4.2	0.00527572957798839
4.3	0.00528065068647265
4.4	0.00528325419872999
4.5	0.00528701720759273
4.6	0.00529123516753316
4.7	0.00529726874083281
4.8	0.00530270393937826
4.9	0.00530828488990664
5.0	0.00531483814120293
5.1	0.00532072596251965
5.2	0.00532814674079418
5.3	0.00533521315082908
5.4	0.00534222088754177
5.5	0.00535018881782889
5.6	0.00535685336217284
5.7	0.00536519521847367
5.8	0.00537274545058608
5.9	0.00538003165274858
6.0	0.00538831250742078
6.1	0.00539711397141218
6.2	0.00540483742952347
6.3	0.00541427033022046
6.4	0.00542235188186169
6.5	0.0054305954836309
6.6	0.00543995015323162
6.7	0.00544790038838983
6.8	0.00545654445886612
6.9	0.00546656362712383
7.0	0.00547482445836067
7.1	0.00548456376418471
7.2	0.00549378711730242
7.3	0.00550222955644131
7.4	0.00551122194156051
7.5	0.00552038988098502
7.6	0.0055295480415225
7.7	0.00553853390738368
7.8	0.00554842967540026
7.9	0.00555694010108709
8.0	0.00556699838489294
8.1	0.00557660358026624
8.2	0.00558716850355268
8.3	0.00559645099565387
8.4	0.00560513697564602
8.5	0.00561422482132912
8.6	0.00562415923923254
8.7	0.00563405407592654
8.8	0.00564349675551057
8.9	0.00565304234623909
9.0	0.00566443055868149
9.1	0.00567404739558697
9.2	0.00568428030237556
9.3	0.00569512974470854
9.4	0.00570500642061234
9.5	0.00571466377004981
9.6	0.00572531390935183
9.7	0.00573511514812708
9.8	0.00574586214497685
9.9	0.00575606990605593
10.0	0.00576559454202652
10.1	0.00577648170292377
10.2	0.00578643102198839
10.3	0.00579651212319732
10.4	0.00580710219219327
10.5	0.00581830786541104
10.6	0.00582820922136307
10.7	0.00583863304927945
10.8	0.0058489846996963
10.9	0.00585950119420886
11.0	0.00587027380242944
11.1	0.00588091928511858
11.2	0.00589113542810082
11.3	0.00590208545327187
11.4	0.00591299217194319
11.5	0.00592414895072579
11.6	0.00593479489907622
11.7	0.00594555167481303
11.8	0.0059562218375504
11.9	0.00596702890470624
12.0	0.00597820151597261
Vs	Is
4.0	0.0052546514198184
4.1	0.00526204705238342
4.2	0.00526964385062456
4.3	0.00527442619204521
4.4	0.00527676567435265
4.5	0.00528048258274794
4.6	0.00528525840491056
4.7	0.00529069872573018
4.8	0.0052957683801651
4.9	0.00530168786644936
5.0	0.00530791562050581
5.1	0.00531485350802541
5.2	0.00532167358323932
5.3	0.00532802613452077
5.4	0.00533638568595052
5.5	0.00534366490319371
5.6	0.00535088125616312
5.7	0.00535894883796573
5.8	0.00536743039265275
5.9	0.00537505093961954
6.0	0.00538307754322886
6.1	0.00539141334593296
6.2	0.00539976125583053
6.3	0.00540868984535336
6.4	0.00541741866618395
6.5	0.00542559893801808
6.6	0.00543475430458784
6.7	0.00544359162449837
6.8	0.00545327737927437
6.9	0.00546179339289665
7.0	0.00547080067917705
7.1	0.00547991832718253
7.2	0.00548847811296582
7.3	0.00549787888303399
7.4	0.00550698721781373
7.5	0.00551644852384925
7.6	0.00552540551871061
7.7	0.00553484819829464
7.8	0.00554409669712186
7.9	0.00555367674678564
8.0	0.00556255225092173
8.1	0.00557228829711676
8.2	0.00558207742869854
8.3	0.00559159694239497
8.4	0.00560132786631584
8.5	0.00561108021065593
8.6	0.005621203687042
8.7	0.00563071109354496
8.8	0.00564076192677021
8.9	0.00565091846510768
9.0	0.00566075230017304
9.1	0.00567076588049531
9.2	0.00568071706220508
9.3	0.00569070596247911
9.4	0.00570080941542983
9.5	0.00571107072755694
9.6	0.00572134461253881
9.7	0.00573150720447302
9.8	0.00574146257713437
9.9	0.0057525122538209
10.0	0.00576265808194876
10.1	0.00577305722981691
10.2	0.00578287383541465
10.3	0.00579334981739521
10.4	0.00580359157174826
10.5	0.00581424031406641
10.6	0.00582446809858084
10.7	0.00583475222811103
10.8	0.00584508618339896
10.9	0.00585602410137653
11.0	0.00586696388199925
11.1	0.00587756931781769
11.2	0.00588747998699546
11.3	0.00589901767671108
11.4	0.0059098326601088
11.5	0.00592066626995802
11.6	0.00593185145407915
11.7	0.00594240333884954
11.8	0.00595332263037562
11.9	0.00596443144604564
12.0	0.00597565621137619
Vs	Is
4.0	0.00524610327556729
4.1	0.00525339739397168
4.2	0.00526026077568531
4.3	0.00526469759643078
4.4	0.00526810670271516
4.5	0.00527209648862481
4.6	0.00527670187875628
4.7	0.00528135756030679
4.8	0.00528691196814179
4.9	0.00529333995655179
5.0	0.005299371201545
5.1	0.00530645018443465
5.2	0.00531309843063354
5.3	0.00532063748687506
5.4	0.0053281313739717
5.5	0.00533547392114997
5.6	0.00534330727532506
5.7	0.00535107403993607
5.8	0.00535862939432263
5.9	0.00536674400791526
6.0	0.00537508120760322
6.1	0.00538279069587588
6.2	0.00539068737998605
6.3	0.00539915729314089
6.4	0.00540765607729554
6.5	0.00541619583964348
6.6	0.00542501593008637
6.7	0.00543456850573421
6.8	0.00544445728883147
6.9	0.00545281218364835
7.0	0.00546184554696083
7.1	0.0054709236137569
7.2	0.00548003613948822
7.3	0.00548955658450723
7.4	0.00549891265109181
7.5	0.0055086319334805
7.6	0.00551784690469503
7.7	0.0055266791023314
7.8	0.00553609384223819
7.9	0.00554581731557846
8.0	0.00555546069517732
8.1	0.00556572200730443
8.2	0.00557542173191905
8.3	0.00558514380827546
8.4	0.00559473456814885
8.5	0.00560478819534183
8.6	0.00561427371576428
8.7	0.00562395481392741
8.8	0.00563383009284735
8.9	0.00564343109726906
9.0	0.00565363047644496
9.1	0.00566375255584717
9.2	0.00567306578159332
9.3	0.00568298576399684
9.4	0.00569321168586612
9.5	0.00570363970473409
9.6	0.00571437552571297
9.7	0.00572461634874344
9.8	0.00573472725227475
9.9	0.00574493920430541
10.0	0.0057553262449801
10.1	0.00576627859845757
10.2	0.00577648030593991
10.3	0.0057868342846632
10.4	0.00579678872600198
10.5	0.00580712081864476
10.6	0.00581809552386403
10.7	0.005828857421875
10.8	0.00583983259275556
10.9	0.00585063500329852
11.0	0.00586096290498972
11.1	0.00587138766422868
11.2	0.00588178308680654
11.3	0.00589234242215753
11.4	0.00590307079255581
11.5	0.00591403758153319
11.6	0.00592460157349706
11.7	0.00593623658642173
11.8	0.00594685459509492
11.9	0.00595803093165159
12.0	0.00596898328512907
Vs	Is
4.0	0.00522668659687042
4.1	0.00523524126037955
4.2	0.00524197006598115
4.3	0.00524614285677671
4.4	0.00525009911507368
4.5	0.0052538625895977
4.6	0.00525804981589317
4.7	0.00526366429403424
4.8	0.00526969507336617
4.9	0.00527582364156842
5.0	0.00528217339888215
5.1	0.00528865121304989
5.2	0.00529666384682059
5.3	0.00530348205938935
5.4	0.00531082879751921
5.5	0.00531899044290185
5.6	0.00532645545899868
5.7	0.00533482292667031
5.8	0.00534200435504317
5.9	0.00535089988261461
6.0	0.00535953277722001
6.1	0.00536778103560209
6.2	0.00537636084482074
6.3	0.0053853178396821
6.4	0.00539426412433386
6.5	0.00540304277092218
6.6	0.0054110623896122
6.7	0.00541998026892543
6.8	0.00542900338768959
6.9	0.00543856387957931
7.0	0.0054485653527081
7.1	0.005457011051476
7.2	0.00546612869948149
7.3	0.00547638162970543
7.4	0.00548473792150617
7.5	0.00549453124403954
7.6	0.00550337554886937
7.7	0.00551354652270675
7.8	0.00552248954772949
7.9	0.00553201418370008
8.0	0.00554174976423383
8.1	0.00555124646052718
8.2	0.00556123908609152
8.3	0.00557137979194522
8.4	0.00558049278333783
8.5	0.00559038063511252
8.6	0.00560050085186958
8.7	0.00561014469712973
8.8	0.00562007073312998
8.9	0.0056303390301764
9.0	0.00564046949148178
9.1	0.00565030239522457
9.2	0.0056608272716403
9.3	0.00567064620554447
9.4	0.00568053685128689
9.5	0.00569174904376268
9.6	0.00570184737443924
9.7	0.00571214174851775
9.8	0.0057224310003221
9.9	0.00573307601734996
10.0	0.00574360694736242
10.1	0.00575409177690744
10.2	0.00576429674401879
10.3	0.00577464140951633
10.4	0.00578554114326835
10.5	0.00579581875354052
10.6	0.00580669613555074
10.7	0.00581738306209445
10.8	0.0058279987424612
10.9	0.00583828426897526
11.0	0.00584978051483631
11.1	0.00586001481860876
11.2	0.00587085355073214
11.3	0.00588198006153107
11.4	0.0058925487101078
11.5	0.00590346287935972
11.6	0.0059144445694983
11.7	0.00592536060139537
11.8	0.00593622494488955
11.9	0.00594764621928334
12.0	0.00595836527645588
Vs	Is
4.0	0.00514430087059736
4.1	0.00515434425324202
4.2	0.00516373291611671
4.3	0.0051696952432394
4.4	0.00517445197328925
4.5	0.00518096890300512
4.6	0.00518818898126483
4.7	0.00519652711227536
4.8	0.00520361447706819
4.9	0.0052111865952611
5.0	0.00521892681717873
5.1	0.00522802630439401
5.2	0.00523639004677534
5.3	0.00524453027173877
5.4	0.00525388121604919
5.5	0.00526320515200496
5.6	0.00527145341038704
5.7	0.00528084440156817
5.8	0.00528968730941415
5.9	0.00529992114752531
6.0	0.00530898477882147
6.1	0.00531880790367723
6.2	0.00532840564846992
6.3	0.00533707113936543
6.4	0.00534719927236438
6.5	0.00535828340798616
6.6	0.00536748068407178
6.7	0.00537637667730451
6.8	0.00538647687062621
6.9	0.00539649277925491
7.0	0.00540598621591926
7.1	0.00541593506932259
7.2	0.00542617123574018
7.3	0.005436179228127
7.4	0.00544531457126141
7.5	0.00545620452612638
7.6	0.00546576967462897
7.7	0.00547638675197959
7.8	0.00548642873764038
7.9	0.00549686187878251
8.0	0.00550722004845738
8.1	0.00551773328334093
8.2	0.00552825955674052
8.3	0.0055384230799973
8.4	0.00554842269048095
8.5	0.00555940996855497
8.6	0.00556918606162071
8.7	0.00557995541021228
8.8	0.00559098459780216
8.9	0.00560129573568702
9.0	0.00561155471950769
9.1	0.00562183512374759
9.2	0.00563256675377488
9.3	0.00564270606264472
9.4	0.00565302651375532
9.5	0.00566335953772068
9.6	0.00567367486655712
9.7	0.00568452524021268
9.8	0.00569538213312626
9.9	0.00570694636553526
10.0	0.00571690918877721
10.1	0.00572708714753389
10.2	0.00573869468644261
10.3	0.00574870826676488
10.4	0.00575973000377417
10.5	0.00577075779438019
10.6	0.00578130921348929
10.7	0.00579155096784234
10.8	0.00580327725037932
10.9	0.00581406196579337
11.0	0.00582477124407887
11.1	0.00583598483353853
11.2	0.00584756815806031
11.3	0.00585767300799489
11.4	0.00586949847638607
11.5	0.00588033115491271
11.6	0.00589200062677264
11.7	0.00590282864868641
11.8	0.0059142941609025
11.9	0.00592542625963688
12.0	0.00593634601682425
