Frequency (Hz)	Channel 2 Magnitude (dB)	Channel 2 Phase (deg)
100	26.919758837974157	-0.03890227119660494
102.32929922807536	26.921316940242697	-0.040159849005320325
104.71285480508996	26.922017293184403	0.03913892974843236
107.15193052376058	26.9219992506277	0.00412162212722933
109.64781961431852	26.91644217935167	-0.027395730295666
112.2018454301963	26.922063807515336	-0.01826918107986586
114.8153621496883	26.92573105490686	0.008449067023164503
117.48975549395291	26.91968942533229	0.005051055175442798
120.22644346174131	26.922415803628986	-0.01801262798248615
123.02687708123811	26.928398211808297	-0.04381800336243202
125.89254117941674	26.91327535871781	-0.047837420049134494
128.82495516931337	26.92334865262168	0.021665497604544726
131.82567385564073	26.921426574172443	-0.005456792955740752
134.89628825916535	26.92243278821371	-0.023416463677264687
138.03842646028852	26.921596158888295	-0.0337968801916233
141.2537544622754	26.92567471210498	-0.035099111937164196
144.5439770745928	26.927630296751126	-0.0675139063554866
147.91083881682073	26.91638005946651	-0.022107824745525306
151.35612484362088	26.918762386006925	-0.07480810585235531
154.88166189124811	26.9326969298914	-0.024987867781490536
158.48931924611142	26.922211311057072	-0.014391946586727045
162.18100973589299	26.929977026077935	2.2908488036321728e-05
165.95869074375616	26.924435986931712	-0.018326870332844414
169.82436524617444	26.922136975323735	-0.0872937799234137
173.78008287493762	26.93773314221221	-0.05461833143256456
177.82794100389228	26.92612799145138	-0.014572626490892304
181.97008586099827	26.923247091299714	-0.003908569109299265
186.20871366628677	26.92246645012524	-0.054924959254293526
190.5460717963248	26.921731171892617	-0.029095397146306823
194.98445997580455	26.920035309171205	0.009499729960708692
199.52623149688787	26.921133212037663	-0.05223284055082544
204.17379446695296	26.92136895288975	-0.07279159353758757
208.92961308540387	26.917391677837387	-0.06944574853116592
213.79620895022325	26.920339987115657	-0.06437651985741866
218.77616239495518	26.921409075521222	-0.10091187253703993
223.872113856834	26.929970068064684	-0.03552135725570338
229.08676527677724	26.918092047199448	-0.11147939660529005
234.42288153199226	26.923896532256432	-0.08652405105189231
239.88329190194898	26.915216710414718	-0.0853830483491862
245.47089156850313	26.916014181846784	-0.10600747986157444
251.18864315095794	26.92242694396188	-0.1046028289691634
257.03957827688646	26.91656910448294	-0.047703227153515826
263.02679918953817	26.923864113219224	-0.04133213524870172
269.1534803926917	26.921860152414713	-0.07181640930485234
275.4228703338166	26.912705441826578	-0.13123439636696332
281.8382931264455	26.92257946524585	-0.07919644872941944
288.40315031266056	26.91700984156306	-0.04490067488598015
295.1209226666384	26.920111373055434	-0.06125977665372773
301.99517204020157	26.91791144247216	-0.08743275745516144
309.0295432513592	26.914174024821573	-0.08583959353820525
316.22776601683796	26.919549940065608	-0.032482830101670856
323.5936569296281	26.923599008587168	-0.0733986182076336
331.1311214825911	26.926415056931674	-0.16769221183791494
338.8441561392027	26.92686618983053	-0.026696536152942762
346.7368504525317	26.9211998769658	-0.03384986263105816
354.8133892335753	26.922149736777815	-0.11293901237349857
363.0780547701014	26.92203963992977	-0.056101725807508274
371.5352290971724	26.922023372044848	-0.0450291277370809
380.18939632056123	26.92578630999612	-0.008577942390957105
389.0451449942805	26.925476727970317	-0.06787873411023782
398.1071705534973	26.923820311539384	-0.06343612361884254
407.3802778041126	26.917412544860998	-0.0912156865922924
416.8693834703355	26.927265219336952	-0.035819742250623676
426.5795188015926	26.925702772548252	-0.06971889505931017
436.5158322401661	26.91798539654132	-0.13582646026772788
446.683592150963	26.92154984728543	-0.1505023869958677
457.0881896148752	26.923107197707314	-0.09524584581961903
467.73514128719813	26.917094990327016	-0.07371287094611034
478.6300923226385	26.924948216415743	-0.09661705311816604
489.7788193684461	26.92450363630462	-0.08427027948309984
501.1872336272725	26.923773999211797	-0.1333510582357178
512.8613839913648	26.919848902420167	-0.10993184371143627
524.8074602497722	26.919488784988097	-0.14877038264893372
537.0317963702527	26.92196535997447	-0.048951855309763204
549.5408738576248	26.925893717962275	-0.12778979083534292
562.3413251903492	26.92790654961883	-0.1354545729294756
575.4399373371566	26.930630792256203	-0.07146044566608367
588.8436553555889	26.920701354105535	-0.09036220084255575
602.5595860743581	26.913461407668695	-0.0812078062630377
616.5950018614823	26.92407988917799	-0.11421396413356888
630.957344480193	26.919117470825288	-0.1239291741912325
645.6542290346556	26.91664063175758	-0.02601127547109172
660.6934480075957	26.92684308051275	-0.06852327134077996
676.0829753919819	26.932591758812837	-0.12054889993032702
691.8309709189363	26.916885259838846	-0.1437589489903388
707.945784384138	26.92626277267001	-0.15142882209377717
724.4359600749898	26.926349589299008	-0.11269206820969657
741.3102413009177	26.922283598396923	-0.14166040169118332
758.5775750291835	26.91811435688404	-0.13296377612687138
776.247116628692	26.92662062339851	-0.1840385396942068
794.3282347242813	26.925541497144117	-0.17403654541797664
812.8305161640994	26.91695247096012	-0.13375752795616336
831.7637711026708	26.921738145301326	-0.19951907084922027
851.1380382023768	26.917415913086028	-0.222078380126689
870.9635899560805	26.911331970916446	-0.15512746470062666
891.2509381337459	26.925398713457366	-0.15856261119957082
912.0108393559096	26.92027881716428	-0.11600760297859836
933.2543007969905	26.918131161669024	-0.16074326919343562
954.992586021436	26.919600885430576	-0.09159822043658039
977.2372209558112	26.91761902773792	-0.1554870001878612
1000	26.91428919332295	-0.25012280546819454
1023.2929922807535	26.904913448766656	-0.21925246519171537
1047.1285480508996	26.923749866504426	-0.1985978600410725
1071.519305237607	26.90851958876705	-0.15908247601458214
1096.4781961431852	26.92089092197599	-0.11023283856905941
1122.018454301963	26.91602606388625	-0.2298526098511644
1148.1536214968828	26.928514998374027	-0.18142778972422846
1174.8975549395304	26.915338654450306	-0.2526923596597328
1202.264434617413	26.92135341293892	-0.28481789786971135
1230.2687708123813	26.917034302648844	-0.2406587871630279
1258.9254117941675	26.919984683678386	-0.1697664838877131
1288.249551693135	26.909809501633582	-0.3057241776293438
1318.2567385564075	26.91212619088907	-0.3210517116565641
1348.9628825916532	26.914313011571554	-0.26579450799228255
1380.3842646028838	26.919571661739074	-0.2504057566862343
1412.537544622754	26.919859265515036	-0.30417065641140084
1445.439770745928	26.927592370644025	-0.1941943363066656
1479.1083881682073	26.91984658787275	-0.28924333526704515
1513.5612484362073	26.925322714152834	-0.26885246394274986
1548.816618912481	26.91896471179102	-0.2806526137645804
1584.893192461114	26.898358059526597	-0.24764819953929873
1621.8100973589296	26.92630978760905	-0.2635003468316768
1659.5869074375598	26.91484927958467	-0.3371867221502569
1698.2436524617442	26.916207927471845	-0.2550670296423192
1737.8008287493763	26.921685348810694	-0.31312415049160336
1778.2794100389228	26.928102080008337	-0.20309721750260223
1819.7008586099826	26.921526727766295	-0.33488196859966024
1862.0871366628676	26.927237647906534	-0.302163063994648
1905.4607179632483	26.923516720808436	-0.3064948470783051
1949.8445997580457	26.91405271264299	-0.33304847956355843
1995.2623149688789	26.919058521009056	-0.306306355998629
2041.7379446695297	26.919545933712534	-0.3020678213716508
2089.2961308540407	26.918927509824822	-0.3767149623597277
2137.9620895022326	26.925846452168805	-0.3523205747212579
2187.761623949552	26.923784745660658	-0.3119739625217335
