group,ID,original,quiescent_current,voltage_gain,cutoff_frequency,current_slope,T150_aging
MAM,MAM06,True,5.26796691119671,26.54855431439893,635.5101275368232,9.48340975788332e-05,0.0
MAM,MAM07,True,5.219556484371424,26.870477151643847,581.1030877342272,9.667978329965554e-05,0.0
MAM,MAM08,True,5.233241897076368,26.92191839739518,593.0354551888382,9.610786056909752e-05,0.0
MAM,MAM09,True,5.447310209274292,26.87750809948601,592.5260261126257,9.26695228221904e-05,0.0
MAM,MAM10,True,5.34053910523653,26.923432319204995,457.23389087344856,9.741898205492152e-05,0.0
MAM,MAM11,True,5.386479943990709,26.7571388107408,608.8268880530429,9.326645439576724e-05,0.0
MAM,MAM12,True,5.459430627524855,26.534940896107287,642.399872281742,9.487263990309344e-05,0.0
MAM,MAM13,True,5.469038803130387,26.823061141681627,595.6153327050607,9.54733597088122e-05,0.0
MAM,MAM14,True,5.445189867168667,26.643572607922795,618.8163309516937,9.350081145298828e-05,0.0
MAM,MAM15,True,5.360349081456662,26.89424576515533,569.4325429895197,9.543570310137717e-05,0.0
MAM,MAM16,True,5.429298896342516,26.93176405736117,598.0794509101745,9.609363689459491e-05,0.0
MAM,MAM17,True,5.349983647465706,26.876987296446167,526.0865718866844,9.43726712236008e-05,0.0
MAM,MAM18,True,5.3224959410727,26.79927703096416,586.458204558026,9.422563085365352e-05,0.0
MAM,MAM19,True,5.282787233591079,26.91466877890801,586.2043016407303,9.577629589320872e-05,0.0
MAM,MAM20,True,5.2878111600875854,26.782584117820534,612.3028087295161,9.857560141038986e-05,0.0
RSAN,RSAN01,True,5.00750271603465,27.06982024603939,509.1569100405037,0.0001054362013703,0.0
RSAN,RSAN02,True,5.024257767945528,26.964225859165424,527.0394621013326,0.000104673770771,0.0
RSAN,RSAN03,True,4.923922289162874,27.015290901745203,527.8657777109295,0.0001053098837403,0.0
RSAN,RSAN04,True,5.126084573566914,26.983706021898406,537.1031011177532,0.00010532516403,0.0
RSAN,RSAN05,True,5.027067754417655,26.94330378813221,512.9377819634904,0.0001035418130441,0.0
RSAN,RSAN06,True,5.070027243345975,26.88982218508903,488.0274620050167,0.0001045513104712,0.0
RSAN,RSAN07,True,4.981002211570738,26.930179882382976,535.3059331917141,0.0001049537578078,0.0
RSAN,RSAN08,True,4.839555546641352,26.853191095059334,515.5418973728841,0.0001025746216961,0.0
RSAN,RSAN09,True,5.136279389262198,26.93946367058482,501.8091573817202,0.0001052006687092,0.0
RSAN,RSAN10,True,5.049233976751563,26.91971336098546,508.78406863168254,0.0001055225765402,0.0
RSAN,RSAN11,True,4.995800834149122,26.993979134495685,524.9267682341815,0.0001044236812573,0.0
RSAN,RSAN12,True,5.035295896232128,26.8826345781023,519.5311118249489,0.0001048531547771,0.0
RSAN,RSAN13,True,5.024019256234169,26.87029806398588,499.91739246430296,0.0001038614857502,0.0
RSAN,RSAN14,True,5.022466368973253,26.88622148507082,532.6125126587463,0.0001038477619167,0.0
RSAN,RSAN15,True,4.960637353360652,26.972558400644697,383.8121021002788,0.0001061950739333,0.0
RSAN,RSAN16,True,4.907536692917346,26.98380901246248,533.883743983486,0.0001046140160114,0.0
RSAN,RSAN17,True,5.158468522131442,26.951148124384115,526.4265840703484,0.000105314290211,0.0
RSAN,RSAN18,True,5.014646798372268,26.917289308046247,511.7018264215904,0.0001042430232944,0.0
RSAN,RSAN19,True,4.820914939045906,26.86500065795565,413.7645931513487,0.0001051605006828,0.0
RSAN,RSAN20,True,4.830245953053236,26.927965584170067,422.23789289954834,0.0001062311570931,0.0
DKAMX,DKAMX01,True,5.536485463380812,26.80922624037257,643.8679043808462,0.0001053948273034,0.0
DKAMX,DKAMX02,True,5.54797612130642,26.81677944714886,643.0059832771209,0.0001042955269862,0.0
DKAMX,DKAMX03,True,5.560426693409682,26.959877054015795,642.2451190074268,0.0001057377394381,0.0
DKAMX,DKAMX04,True,5.436941515654324,26.77197195501309,609.6401067983292,0.0001041784945585,0.0
DKAMX,DKAMX05,True,5.461947061121462,26.84209186801501,606.9605280949023,0.0001040734942177,0.0
DKAMX,DKAMX06,True,5.428006779402494,26.87659566538227,605.0135793667392,0.0001047934805417,0.0
DKAMX,DKAMX07,True,5.412440281361344,26.7564053392965,595.6071460046617,0.0001038122281436,0.0
DKAMX,DKAMX08,True,5.493535660207272,26.890994105934887,610.900540145968,0.0001058501510579,0.0
DKAMX,DKAMX09,True,5.3071767091751125,26.85640701421977,610.6446221712956,0.0001017511946886,0.0
DKAMX,DKAMX10,True,5.29672121629119,26.767541259019016,611.4875470867952,0.0001021311573077,0.0
DKAMX,DKAMX11,True,5.319544952362776,26.886505394201635,604.0309363617546,0.0001016576119882,0.0
DKAMX,DKAMX12,True,5.303295049816372,26.86480347426996,604.1561276089034,0.0001036788179824,0.0
DKAMX,DKAMX13,True,5.31391343101859,26.81206530120472,610.4942524720976,0.000102651870545,0.0
DKAMX,DKAMX14,True,5.2904742769897,26.894072259425545,610.831510050759,0.0001037625668817,0.0
DKAMX,DKAMX15,True,5.361118167638776,26.91405636066353,579.1335092777495,0.0001044011592573,0.0
DKAMX,DKAMX16,True,5.270583275705577,26.850138332766864,609.3881582599437,0.0001049904920562,0.0
DKAMX,DKAMX17,True,5.215032771229745,26.79518151495953,602.0538013898457,0.0001052829709804,0.0
DKAMX,DKAMX18,True,5.330312997102736,26.82152122492496,604.5912928327987,0.0001053830286136,0.0
DKAMX,DKAMX19,True,5.238216277211905,26.89433710813292,611.0030065795972,0.0001057409275065,0.0
DKAMX,DKAMX20,True,5.2923399955034265,26.95731592087628,602.5629083917148,0.0001045504907005,0.0
DKAM,DKAM01,True,5.6337219662964335,26.890348573559216,615.3322882195137,8.627722760843069e-05,0.0
DKAM,DKAM02,True,5.633904505521059,26.93683814754656,627.7870774302984,8.840298532281608e-05,0.0
DKAM,DKAM03,True,5.509965959936381,26.883861617465687,620.8870912223433,8.795626435896087e-05,0.0
DKAM,DKAM04,True,5.582752637565136,26.84659929128003,623.5484356312079,8.816456122768465e-05,0.0
DKAM,DKAM05,True,5.535347852855919,26.861902972430187,610.0606182011388,8.877322298392687e-05,0.0
DKAM,DKAM06,True,5.592041183263063,26.942631177176345,613.8303678933236,8.944117807399882e-05,0.0
DKAM,DKAM07,True,5.551627930253744,26.97081725310153,603.4251371027007,9.136961118994688e-05,0.0
DKAM,DKAM08,True,5.551497638225555,26.929938601559364,603.0215564010929,9.053935198825836e-05,0.0
DKAM,DKAM09,True,5.48126483336091,26.85839069135983,609.4240096932153,9.004171718048186e-05,0.0
DKAM,DKAM10,True,5.494359880685806,26.907834793946343,624.300442830377,9.073039358221054e-05,0.0
DKAM,DKAM11,True,5.49985570833087,26.850329279576567,609.1006056365264,8.964150166902729e-05,0.0
DKAM,DKAM12,True,5.513114295899868,26.822696152077818,606.4919181053413,8.965728179976035e-05,0.0
DKAM,DKAM13,True,5.398659128695726,26.852167772763767,602.3174277273235,8.981240541925212e-05,0.0
DKAM,DKAM14,True,5.555663909763099,26.912449861845857,612.5741485355679,9.06904448672869e-05,0.0
DKAM,DKAM15,True,5.5615928024053565,26.888113631681087,607.7931724912228,8.90303009137002e-05,0.0
DKAM,DKAM16,True,5.453040637075901,26.895880023382336,596.8526389543198,9.127412861117911e-05,0.0
DKAM,DKAM17,True,5.508889630436896,26.888410760817163,607.0014931623833,9.029525766048076e-05,0.0
DKAM,DKAM18,True,5.53850820288062,26.86448992051848,609.1877021633161,9.055529484187776e-05,0.0
DKAM,DKAM19,True,5.579953454434872,26.85820241793601,613.5181773704911,8.97155865329526e-05,0.0
DKAM,DKAM20,True,5.532573349773884,26.88827506693219,603.4587592811376,9.05585629911858e-05,0.0
DKAN,DKAN01,True,4.895358998328447,26.817602573592104,534.6552694602551,0.000104366932143,0.0
DKAN,DKAN02,True,4.9693635664880285,26.995919098713053,539.0432741522144,0.0001041547990724,0.0
DKAN,DKAN03,True,5.014571174979213,27.019640478577013,529.4760729832914,0.0001053678423426,0.0
DKAN,DKAN04,True,4.896875470876692,26.9539142285156,535.4112665101902,0.0001047446377701,0.0
DKAN,DKAN05,True,4.933834914118052,26.98626992433076,540.7053248904155,0.0001045199202217,0.0
DKAN,DKAN06,True,4.930185619741677,26.91743386853692,545.2679074976978,0.0001032923598439,0.0
DKAN,DKAN07,True,4.903158452361822,26.868103433927672,533.8025813359714,0.0001034513707378,0.0
DKAN,DKAN08,True,4.951652698218824,26.94616471810341,532.5495650196651,0.0001045617189244,0.0
DKAN,DKAN09,True,4.933068901300431,27.10538660693588,532.0106548965734,0.0001051727998538,0.0
DKAN,DKAN10,True,4.96423626318574,26.92823172175894,537.9638339146989,0.0001042687359237,0.0
DKAN,DKAN11,True,4.945924505591392,26.96300161006796,550.289462368625,0.0001058922262024,0.0
DKAN,DKAN12,True,4.912638198584318,26.8811925034087,545.744205752379,0.0001055407333904,0.0
DKAN,DKAN13,True,4.892285168170927,26.919117653890424,537.1813670782608,0.0001046842250269,0.0
DKAN,DKAN14,True,4.919241275638341,26.9583074239326,554.9765658511466,0.0001047848520917,0.0
DKAN,DKAN15,True,4.853855725377798,27.00550782728151,550.1520556279777,0.000105159565568,0.0
DKAN,DKAN16,True,5.00246435403824,27.032243969910905,528.665073704128,0.0001065230598877,0.0
DKAN,DKAN17,True,4.86755883321166,26.97421335812596,530.0806969549135,0.0001059555285573,0.0
DKAN,DKAN18,True,4.788130056113003,27.067052916924617,542.007322678535,0.0001054387334744,0.0
DKAN,DKAN19,True,4.88175041973591,26.89726903089281,547.921629496371,0.0001060031270701,0.0
DKAN,DKAN20,True,4.935035202652216,26.95752217931521,538.6463071673334,0.000105261652657,0.0
MAMX,MAMX01,True,5.53437313064928,26.834051062554146,641.1235691864358,9.798101055431336e-05,
MAMX,MAMX02,True,5.5052611045539,26.76187916408724,645.476173699535,9.85081727202293e-05,
MAMX,MAMX03,True,5.49567071720954,26.861855625812524,639.1815398362387,9.875224257062496e-05,
MAMX,MAMX04,True,5.473378580063541,26.839550687397644,640.4290979941348,9.898534965603388e-05,
MAMX,MAMX05,True,5.467873346060481,26.92177956543774,641.6932431806281,9.923585370923635e-05,
MAMX,MAMX06,True,5.39258578792212,26.84686707313363,642.2032645145089,9.925241760874014e-05,
MAMX,MAMX07,True,5.29774595051998,26.825634096437035,632.7904322939007,9.950255095517296e-05,
MAMX,MAMX08,True,5.360271222889379,26.818216838360115,636.053912051214,9.990318164639176e-05,
MAMX,MAMX09,True,5.35785146057602,26.8518958085029,631.8985330599354,0.0001003857039108,
MAMX,MAMX10,True,5.36299776285882,26.858793304082248,633.8114438488749,0.0001004169629576,
MAMX,MAMX11,True,5.3337253630161,26.9464816830481,632.053715849693,0.0001014839368269,
MAMX,MAMX12,True,5.34095233306284,26.934643006043142,630.530783908083,0.0001011648856099,
MAMX,MAMX13,True,5.417190957814439,26.92572323046653,626.6919220080326,0.0001003246841088,
MAMX,MAMX14,True,5.4314809851348205,26.903686640429623,628.243248791613,0.0001012074122316,
MAMX,MAMX15,True,5.39339138194914,26.924932332785016,628.1584982786646,0.000101448445212,
MAMX,MAMX16,True,5.389515403658081,26.961511448477165,626.0791528061656,0.0001007280854724,
MAMX,MAMX17,True,5.366251803934519,26.843277053734028,625.4013954009471,0.000101958979453,
MAMX,MAMX18,True,5.3529344499111,26.905978835154592,624.8094373385778,0.0001012778096787,
MAMX,MAMX19,True,5.34044746309514,26.837293750193464,621.3083023851275,0.0001017394813495,
MAMX,MAMX20,True,5.38498116657132,26.897759513751232,632.7745192572248,0.0001000594062556,
