group,ID,original,quiescent_current,current_slope
UTC_CD,UTC_CD21,False,0.00469987839460373,6.359726755740655e-05
UTC_CD,UTC_CD22,False,0.0047029188834130774,6.375966844567481e-05
UTC_CD,UTC_CD23,False,0.004701610188931226,6.288321894162822e-05
UTC_CD,UTC_CD24,False,0.004679229669272899,6.408802939307818e-05
UTC_CD,UTC_CD25,False,0.004696694109588862,6.370604041991522e-05
UTC_CD,UTC_CD26,False,0.004658801481127741,6.351617556175734e-05
UTC_CD,UTC_CD27,False,0.004705795925110578,6.331083331462866e-05
UTC_CD,UTC_CD28,False,0.004675977583974597,6.350260686670605e-05
UTC_CD,UTC_CD29,False,0.004653122648596764,6.385425058289803e-05
UTC_CD,UTC_CD30,False,0.004520270507782696,6.805633008527648e-05
UTC_CD,UTC_CD31,False,0.00451430194079876,6.763338547595092e-05
UTC_CD,UTC_CD32,False,0.004477522522211078,6.757556393654045e-05
UTC_CD,UTC_CD33,False,0.004491280298680067,6.739268434275307e-05
UTC_CD,UTC_CD34,False,0.004504782240837812,6.72759305233407e-05
UTC_CD,UTC_CD35,False,0.0044318102300167075,6.90695567472162e-05
UTC_CD,UTC_CD36,False,0.004432232119143012,6.876783546740725e-05
UTC_CD,UTC_CD37,False,0.004441162198781967,6.900834358824172e-05
UTC_CD,UTC_CD38,False,0.004427757859230042,6.785498888142394e-05
UTC_CD,UTC_CD39,False,0.004444451816380024,6.812106178260291e-05
UTC_CD,UTC_CD40,False,0.00445824842900038,6.877225557984192e-05
UTC_CD,UTC_CD41,False,0.0044340968132019045,6.945395149773771e-05
UTC_CD,UTC_CD42,False,0.004388992767781022,6.970753221555836e-05
UTC_CD,UTC_CD43,False,0.004374605510383845,6.980625304900924e-05
UTC_CD,UTC_CD44,False,0.004374535940587522,6.971839820356547e-05
UTC_CD,UTC_CD45,False,0.0045079073868691906,6.744270798793797e-05
UTC_CD,UTC_CD46,False,0.004501582216471433,6.758321481783127e-05
UTC_CD,UTC_CD47,False,0.004456998407840728,6.800786004064278e-05
UTC_CD,UTC_CD48,False,0.004490696825087072,6.810143195474883e-05
UTC_CD,UTC_CD49,False,0.0044853718020021905,6.799712087117564e-05
UTC_CD,UTC_CD50,False,0.004430152289569378,6.665350957044121e-05
UTC_CD,UTC_CD51,False,0.004553498886525632,6.663136334854935e-05
UTC_CD,UTC_CD52,False,0.004563970398157834,6.726963806234769e-05
UTC_CD,UTC_CD53,False,0.004552757553756238,6.690627603308818e-05
UTC_CD,UTC_CD54,False,0.0045479941181838495,6.675299161484133e-05
UTC_CD,UTC_CD55,False,0.004618912655860186,6.600987519411367e-05
UTC_CD,UTC_CD56,False,0.00451581422239542,6.64478600982748e-05
UTC_CD,UTC_CD57,False,0.004543352872133256,6.594641878524504e-05
UTC_CD,UTC_CD58,False,0.004516601189970968,6.561167185124373e-05
UTC_CD,UTC_CD59,False,0.004483308829367162,6.711251054714421e-05
UTC_CD,UTC_CD60,False,0.0044781830161809925,6.673574953927703e-05
UTC_CD,UTC_CD61,False,0.004430050589144227,6.730606828932871e-05
UTC_CD,UTC_CD62,False,0.004448798298835754,6.658029505628126e-05
UTC_CD,UTC_CD63,False,0.004529192764312028,6.605341716035345e-05
UTC_CD,UTC_CD64,False,0.0044402126222848875,6.672100524039761e-05
UTC_CD,UTC_CD65,False,0.004435108788311482,6.766142035354234e-05
UTC_CD,UTC_CD66,False,0.004507545940577986,6.683517233716633e-05
UTC_CD,UTC_CD67,False,0.004492928460240364,6.629961447591679e-05
UTC_CD,UTC_CD68,False,0.004505858477205038,6.627212568500565e-05
UTC_CD,UTC_CD69,False,0.0044871133752167214,6.5519715247181e-05
UTC_CD,UTC_CD70,False,0.004503188561648132,6.626934137012933e-05
UTC_CD,UTC_CD71,False,0.004477272648364306,6.632246310391182e-05
UTC_CD,UTC_CD72,False,0.00451584002003074,6.587462149790024e-05
UTC_CD,UTC_CD73,False,0.0045354771427810175,6.596182811098319e-05
UTC_CD,UTC_CD74,False,0.004490961879491806,6.60548014874861e-05
UTC_CD,UTC_CD75,False,0.004546413570642471,6.391361907322294e-05
UTC_CD,UTC_CD76,False,0.00450693629682064,6.54480345353205e-05
UTC_CD,UTC_CD77,False,0.004546238295733927,6.56258609527524e-05
UTC_CD,UTC_CD78,False,0.004504208825528622,6.566405916518003e-05
UTC_CD,UTC_CD79,False,0.004507602937519552,6.602320847577721e-05
UTC_CD,UTC_CD80,False,0.00456264466047287,6.43586426783855e-05
UTC_CD,UTC_CD81,False,0.004444278776645662,6.667494875342006e-05
UTC_CD,UTC_CD82,False,0.004610223229974508,6.172904215258872e-05
UTC_CD,UTC_CD83,False,0.004501105565577745,6.779510030773432e-05
UTC_CD,UTC_CD84,False,0.00444042691960931,6.676853312871046e-05
UTC_CD,UTC_CD85,False,0.004433484096080064,6.673900104264359e-05
UTC_CD,UTC_CD86,False,0.004401718731969597,6.59953704995334e-05
UTC_CD,UTC_CD87,False,0.004418768547475336,6.624027662045722e-05
UTC_CD,UTC_CD88,False,0.004421838745474816,6.638960496097727e-05
UTC_CD,UTC_CD89,False,0.004402688983827828,6.75461296124221e-05
UTC_CD,UTC_CD90,False,0.004378097411245108,6.726485763456995e-05
UTC_CD,UTC_CD91,False,0.004378137458115816,6.84543510563037e-05
UTC_CD,UTC_CD92,False,0.004385656863451004,6.781158910156699e-05
UTC_CD,UTC_CD93,False,0.00440663155168295,6.774115412568315e-05
UTC_CD,UTC_CD94,False,0.004354015551507473,6.886053442070295e-05
UTC_CD,UTC_CD95,False,0.004333260096609592,6.876855171381038e-05
UTC_CD,UTC_CD96,False,0.0043058099225163435,6.853700640332891e-05
UTC_CD,UTC_CD97,False,0.004300493001937868,6.989255651179085e-05
UTC_CD,UTC_CD98,False,0.004288406576961278,6.895753848960257e-05
UTC_CD,UTC_CD99,False,0.004484035819768905,6.597102190610402e-05
UTC_CD,UTC_CD100,False,0.004486441798508168,6.615310502347943e-05
